time,y,a,b,c,d,e,f,g,h,i,j,k
2017-05-19 13:30:00,,,,56.32808803540166,,,,,58.54882760375,,,
2017-05-19 14:30:00,,,,56.55274637272372,,,,,58.73454945336057,,,
2017-05-19 15:30:00,,,,56.313224062232834,,,,,58.433586005914236,,,
2017-05-19 16:30:00,,,,54.98990576526518,,,,,57.38207173891058,,,
2017-05-19 17:30:00,61.79315255051093,,,50.22081514138664,,,,,53.689231660754444,,,
2017-05-19 18:30:00,,,,48.05055372019062,,,,,50.855391422184496,,,
2017-05-19 19:30:00,,,,50.149225393063645,,,,,52.583841221059984,,,
2017-05-19 20:30:00,,,,57.19656875340499,,,,,59.55058768972329,,,
2017-05-19 21:30:00,,,,58.824932181362726,,,,,60.79066856114541,,,
2017-05-19 22:30:00,,,,57.08615066700848,,,,,59.30837713749595,,,
2017-05-19 23:30:00,,,,56.17004456558678,,,,,58.30354007183257,,,
2017-05-20 00:30:00,62.65412926389003,,,53.885724901299696,,,,,56.07348452721325,,,
2017-05-20 01:30:00,,,,51.17089603862287,,,,,53.566152473141344,,,
2017-05-20 02:30:00,,,,50.323467560168524,,,,,52.698792537792826,,,
2017-05-20 03:30:00,,,,53.017668868244016,,,,,55.466913134674954,,,
2017-05-20 04:30:00,,,,57.23054354921932,,,,,59.41403945893747,,,
2017-05-20 05:30:00,,,,56.463683872267595,,,,,58.85971866491414,,,
2017-05-20 06:30:00,,,,56.67335689786454,,,,,58.95237639294726,,,
2017-05-20 07:30:00,,,,54.07938123744155,,,,,56.47476912380829,,,
2017-05-20 08:30:00,,,,51.624702239856845,,,,,54.02038434289834,,,
2017-05-20 09:30:00,,,,52.22532809443145,,,,,54.82365021073528,,,
2017-05-20 10:30:00,,,,54.065791319115746,,,,,57.061833626234275,,,
2017-05-20 11:30:00,,,,58.28618899059309,,,,,60.20430073336618,,,
2017-05-20 12:30:00,,,,58.4332513210462,,,,,60.43327446730282,,,
2017-05-20 13:30:00,,,,56.201592590271645,,,,,58.43474713032569,,,
2017-05-20 14:30:00,62.1124361624882,,,52.94292431745245,,,,,55.127400356768945,,,
2017-05-20 15:30:00,,,,48.799940645009286,,,,,51.306604368471554,,,
2017-05-20 16:30:00,,,,49.28383880825038,,,,,51.655173916787106,,,
2017-05-20 17:30:00,,,,53.81607656988032,,,,,56.2367386194625,,,
2017-05-20 18:30:00,,,,56.2809480062091,,,,,58.042054854375465,,,
2017-05-20 19:30:00,,,,55.508749432772404,,,,,57.62196004231495,,,
2017-05-20 20:30:00,,,,55.78321724752942,,,,,58.03230140931933,,,
2017-05-20 21:30:00,61.64611020985943,,,52.442524110530115,,,,,54.722632386939466,,,
2017-05-20 22:30:00,,,,47.816127629071815,,,,,50.208412900127925,,,
2017-05-20 23:30:00,,,,48.534209206318735,,,,,51.226486784081956,,,
2017-05-21 00:30:00,,,,49.76628090881367,,,,,51.99329334539955,,,
2017-05-21 01:30:00,,,,56.13000284194865,,,,,58.31050681830126,,,
2017-05-21 02:30:00,,,,56.827942218819814,,,,,58.97838557976378,,,
2017-05-21 03:30:00,,,,56.74033578104158,,,,,58.958414239886764,,,
2017-05-21 04:30:00,62.64350384727532,,,57.59747134401408,,,,,61.07537626683131,,,
2017-05-21 05:30:00,,,,52.31997216848569,,,,,54.760949492517156,,,
2017-05-21 06:30:00,,,,51.75720394353269,,,,,53.80905970001547,,,
2017-05-21 07:30:00,,,,52.36244066325362,,,,,54.67850965930455,,,
2017-05-21 08:30:00,,,,57.32567297749948,,,,,59.37014895618496,,,
2017-05-21 09:30:00,,,,56.81556568605876,,,,,58.88758565078872,,,
2017-05-21 10:30:00,,,,56.25716564913937,,,,,58.28751655495458,,,
2017-05-21 11:30:00,62.16812023484765,,,53.529717576588226,,,,,55.94065189454419,,,
2017-05-21 12:30:00,,,,48.6892798814998,,,,,51.32193121070263,,,
2017-05-21 13:30:00,,,,48.19567463374034,,,,,50.715592043046556,,,
2017-05-21 14:30:00,,,,47.81103140969965,,,,,50.44899787817923,,,
2017-05-21 15:30:00,,,,53.24942551112018,,,,,55.54703071906465,,,
2017-05-21 16:30:00,,,,53.734537059926254,,,,,55.94668974148371,,,
2017-05-21 17:30:00,,,,54.1267032744685,,,,,56.17055452801016,,,
2017-05-21 18:30:00,,,,52.68981208863572,,,,,55.486652249669675,,,
2017-05-21 19:30:00,61.478664949523846,,,46.66195527983686,,,,,49.377976721063206,,,
2017-05-21 20:30:00,,,,45.57548984511752,,,,,48.374765229575786,,,
2017-05-21 21:30:00,,,,46.24212387441705,,,,,48.85430961150206,,,
2017-05-21 22:30:00,,,,53.958770712300606,,,,,56.24579538987172,,,
2017-05-21 23:30:00,,,,52.142817876025376,,,,,54.03408561095324,,,
2017-05-22 00:30:00,,,,48.189850383029324,,,,,46.46959229527859,,,
2017-05-22 01:30:00,,,,50.07884903030546,,,,,51.77221525746057,,,
2017-05-22 02:30:00,42.55110600164695,,,41.714254300820215,,,,,44.484766226356406,,,
2017-05-22 03:30:00,,,,43.311797735432066,,,,,46.56689452095759,,,
2017-05-22 04:30:00,,,,39.59762452158816,,,,,42.768159896477755,,,
2017-05-22 05:30:00,,,,42.48184200911085,,,,,45.54162166565261,,,
2017-05-22 06:30:00,,,,42.15932412598778,,,,,45.391836616576356,,,
2017-05-22 07:30:00,,,,42.99025056076083,,,,,45.80055240940463,,,
2017-05-22 08:30:00,,,,44.34050601726702,,,,,46.4549621276944,,,
2017-05-22 09:30:00,60.40382854163582,,,40.39967237991904,,,,,43.61879964030154,,,
2017-05-22 10:30:00,,,,39.11518242102484,,,,,42.269108624439134,,,
